The Legend of Zelda- Ocarina of Time.jpeg, https://archive.org/download/nintendo-64-romset-usa/Legend%20of%20Zelda%2C%20The%20-%20Ocarina%20of%20Time%20%28U%29%20%28V1.2%29%20%5B%21%5D.zip/Legend%20of%20Zelda%2C%20The%20-%20Ocarina%20of%20Time%20%28U%29%20%28V1.2%29%20%5B%21%5D.z64
Super Mario 64.jpeg, https://archive.org/download/nintendo-64-romset-usa/Super%20Mario%2064%20%28U%29%20%5B%21%5D.zip/Super%20Mario%2064%20%28U%29%20%5B%21%5D.z64
Mario Kart 64.jpeg, https://archive.org/download/nintendo-64-romset-usa/Mario%20Kart%2064%20%28U%29%20%5B%21%5D.zip/Mario%20Kart%2064%20%28U%29%20%5B%21%5D.z64
Mario Tennis 64.jpeg, https://archive.org/download/nintendo-64-romset-usa/Mario%20Tennis%20%28U%29%20%5B%21%5D.zip/Mario%20Tennis%20%28U%29%20%5B%21%5D.z64
Donkey Kong 64.jpeg, https://archive.org/download/nintendo-64-romset-usa/Donkey%20Kong%2064%20%28U%29%20%5B%21%5D.zip/Donkey%20Kong%2064%20%28U%29%20%5B%21%5D.z64
WWF No Mercy.jpeg, https://archive.org/download/nintendo-64-romset-usa/WWF%20No%20Mercy%20%28U%29%20%28V1.0%29%20%5B%21%5D.zip/WWF%20No%20Mercy%20%28U%29%20%28V1.0%29%20%5B%21%5D.z64
Excitebike 64.jpeg, https://archive.org/download/nintendo-64-romset-usa/Excitebike%2064%20%28U%29%20%5B%21%5D.zip/Excitebike%2064%20%28U%29%20%5B%21%5D.z64
GoldenEye 007.jpeg, https://archive.org/download/nintendo-64-romset-usa/GoldenEye%20007%20%28U%29%20%5B%21%5D.zip/GoldenEye%20007%20%28U%29%20%5B%21%5D.z64
